gene_id	gene_type	gene_name	level
ENSG00000261818.1	lincRNA	RP11-351A20.1	level 2
ENSG00000260004.1	lincRNA	RP11-351A20.2	level 2
ENSG00000260695.1	lincRNA	RP11-513N24.1	level 2
ENSG00000261234.1	pseudogene	RP11-356O24.1	level 1
ENSG00000201999.1	rRNA	RNA5SP428	level 3
ENSG00000179776.13	protein_coding	CDH5	level 1
ENSG00000246898.1	lincRNA	LINC00920	level 2
ENSG00000166546.9	protein_coding	BEAN1	level 1
ENSG00000260146.1	pseudogene	CTD-2258A20.3	level 1
ENSG00000261656.1	antisense	CTD-2258A20.5	level 2
ENSG00000260851.2	protein_coding	RP11-403P17.5	level 2
ENSG00000247270.2	protein_coding	AC132186.1	level 3
ENSG00000166548.11	protein_coding	TK2	level 2
ENSG00000260755.1	lincRNA	RP11-403P17.3	level 2
ENSG00000261519.2	lincRNA	Y_RNA	level 2
ENSG00000217555.8	protein_coding	CKLF	level 2
ENSG00000254788.2	protein_coding	CKLF-CMTM1	level 1
ENSG00000089505.13	protein_coding	CMTM1	level 1
ENSG00000140932.5	protein_coding	CMTM2	level 2
ENSG00000260650.1	antisense	RP11-403P17.2	level 2
ENSG00000140931.15	protein_coding	CMTM3	level 1
ENSG00000183723.8	protein_coding	CMTM4	level 2
ENSG00000135720.8	protein_coding	DYNC1LI2	level 1
ENSG00000260465.1	antisense	RP11-63M22.2	level 2
ENSG00000260558.1	lincRNA	RP11-63M22.1	level 2
ENSG00000246777.1	lincRNA	RP11-61A14.4	level 2
ENSG00000249961.5	protein_coding	CCDC79	level 2
ENSG00000159593.10	protein_coding	NAE1	level 1
ENSG00000258122.1	antisense	RP11-61A14.1	level 2
ENSG00000168748.9	protein_coding	CA7	level 2
ENSG00000172840.2	protein_coding	PDP2	level 2
ENSG00000261705.1	lincRNA	RP11-61A14.2	level 2
ENSG00000261088.1	lincRNA	RP11-61A14.3	level 2
ENSG00000166589.8	protein_coding	CDH16	level 1
ENSG00000166592.7	protein_coding	RRAD	level 2
ENSG00000166595.7	protein_coding	FAM96B	level 2
ENSG00000172831.7	protein_coding	CES2	level 2
ENSG00000265408.1	processed_transcript	RP11-361L15.4	level 2
ENSG00000172828.8	protein_coding	CES3	level 1
ENSG00000172824.10	protein_coding	CES4A	level 2
ENSG00000265918.1	misc_RNA	RN7SL543P	level 3
ENSG00000067955.9	protein_coding	CBFB	level 1
ENSG00000125149.7	protein_coding	C16orf70	level 2
ENSG00000237172.3	protein_coding	B3GNT9	level 2
ENSG00000102871.11	protein_coding	TRADD	level 2
ENSG00000135722.4	protein_coding	FBXL8	level 1
ENSG00000102878.11	protein_coding	HSF4	level 1
ENSG00000265690.3	protein_coding	RP11-5A19.5	level 2
ENSG00000140939.10	protein_coding	NOL3	level 1
ENSG00000196123.8	protein_coding	KIAA0895L	level 2
ENSG00000179044.11	protein_coding	EXOC3L1	level 1
ENSG00000205250.4	protein_coding	E2F4	level 2
ENSG00000102890.10	protein_coding	ELMO3	level 1
ENSG00000207948.1	miRNA	MIR328	level 3
ENSG00000125122.10	protein_coding	LRRC29	level 1
ENSG00000237102.2	protein_coding	AC040160.1	level 3
ENSG00000168701.14	protein_coding	TMEM208	level 1
ENSG00000135723.9	protein_coding	FHOD1	level 2
ENSG00000135740.12	protein_coding	SLC9A5	level 1
ENSG00000262691.1	processed_transcript	CTC-277H1.7	level 2
ENSG00000196155.8	protein_coding	PLEKHG4	level 1
ENSG00000168676.6	protein_coding	KCTD19	level 1
ENSG00000201201.1	misc_RNA	RN7SKP118	level 3
ENSG00000159708.13	protein_coding	LRRC36	level 1
ENSG00000159713.6	protein_coding	TPPP3	level 2
ENSG00000239194.1	snRNA	RNU1-123P	level 3
ENSG00000159714.6	protein_coding	ZDHHC1	level 2
ENSG00000176387.6	protein_coding	HSD11B2	level 1
ENSG00000261320.1	lincRNA	RP11-297D21.2	level 2
ENSG00000203401.4	pseudogene	AC009061.1	level 3
ENSG00000159720.7	protein_coding	ATP6V0D1	level 1
ENSG00000270049.1	processed_transcript	RP11-297D21.4	level 2
ENSG00000159723.4	protein_coding	AGRP	level 2
ENSG00000039523.13	protein_coding	FAM65A	level 1
ENSG00000261396.1	antisense	CTD-2012K14.2	level 2
ENSG00000259945.1	antisense	CTD-2012K14.3	level 2
ENSG00000260894.1	antisense	CTD-2012K14.4	level 2
ENSG00000261386.2	lincRNA	CTD-2012K14.6	level 2
ENSG00000259804.1	antisense	CTD-2012K14.7	level 2
ENSG00000102974.10	protein_coding	CTCF	level 2
ENSG00000237718.1	antisense	AC009095.4	level 2
ENSG00000159753.9	protein_coding	RLTPR	level 2
ENSG00000102977.9	protein_coding	ACD	level 2
ENSG00000102981.5	protein_coding	PARD6A	level 2
ENSG00000124074.7	protein_coding	ENKD1	level 2
ENSG00000159761.10	protein_coding	C16orf86	level 2
ENSG00000141098.8	protein_coding	GFOD2	level 2
ENSG00000141084.6	protein_coding	RANBP10	level 2
ENSG00000270165.1	sense_intronic	RP11-167P11.2	level 2
ENSG00000102904.10	protein_coding	TSNAXIP1	level 1
ENSG00000102901.8	protein_coding	CENPT	level 1
ENSG00000168286.1	protein_coding	THAP11	level 2
ENSG00000102898.7	protein_coding	NUTF2	level 2
ENSG00000262141.1	pseudogene	CTC-479C5.11	level 1
ENSG00000038358.10	protein_coding	EDC4	level 2
ENSG00000221526.1	miRNA	AC040162.1	level 3
ENSG00000263126.1	lincRNA	CTC-479C5.10	level 2
ENSG00000188038.3	protein_coding	NRN1L	level 2
ENSG00000159792.5	protein_coding	PSKH1	level 2
ENSG00000141086.13	protein_coding	CTRL	level 2
ENSG00000261884.2	protein_coding	CTC-479C5.12	level 2
ENSG00000205220.7	protein_coding	PSMB10	level 2
ENSG00000213398.3	protein_coding	LCAT	level 1
ENSG00000124067.12	protein_coding	SLC12A4	level 1
ENSG00000267660.1	lincRNA	CTC-479C5.17	level 2
ENSG00000141096.4	protein_coding	DPEP3	level 2
ENSG00000167261.9	protein_coding	DPEP2	level 1
ENSG00000167264.13	protein_coding	DUS2	level 2
ENSG00000262962.1	pseudogene	KARSP3	level 1
ENSG00000263201.1	antisense	CTC-479C5.6	level 2
ENSG00000202336.1	snRNA	RNU6-359P	level 3
ENSG00000182810.5	protein_coding	DDX28	level 2
ENSG00000221789.1	miRNA	AC130462.1	level 3
ENSG00000261864.1	processed_transcript	RP11-67A1.2	level 2
ENSG00000072736.14	protein_coding	NFATC3	level 1
ENSG00000201850.1	misc_RNA	Y_RNA	level 3
ENSG00000212445.1	snoRNA	SNORA48	level 3
ENSG00000262514.1	sense_intronic	RP11-96D1.9	level 2
ENSG00000240435.2	pseudogene	RPS12P27	level 1
ENSG00000260891.1	antisense	RP11-96D1.5	level 2
ENSG00000263276.1	sense_overlapping	RP11-96D1.10	level 2
ENSG00000262160.1	antisense	RP11-96D1.11	level 2
ENSG00000103067.7	protein_coding	ESRP2	level 2
ENSG00000261469.1	sense_intronic	RP11-96D1.6	level 2
ENSG00000103066.8	protein_coding	PLA2G15	level 1
ENSG00000260441.1	antisense	RP11-96D1.7	level 2
ENSG00000103064.9	protein_coding	SLC7A6	level 2
ENSG00000252026.1	snRNA	RNU6-1262P	level 3
ENSG00000103061.7	protein_coding	SLC7A6OS	level 2
ENSG00000132600.12	protein_coding	PRMT7	level 1
ENSG00000238343.1	snoRNA	snoU13	level 3
ENSG00000259797.1	sense_intronic	RP11-96D1.3	level 2
ENSG00000222177.1	snRNA	RNU4-30P	level 3
ENSG00000103056.7	protein_coding	SMPD3	level 1
ENSG00000199263.1	misc_RNA	Y_RNA	level 3
ENSG00000241334.2	pseudogene	RPL35AP33	level 1
ENSG00000184939.11	protein_coding	ZFP90	level 1
ENSG00000201164.1	snRNA	RNU4-36P	level 3
ENSG00000260084.1	antisense	RP11-615I2.1	level 2
ENSG00000252040.1	snoRNA	snoU109	level 3
ENSG00000252640.1	snoRNA	snoU109	level 3
ENSG00000062038.9	protein_coding	CDH3	level 2
ENSG00000260577.1	antisense	RP11-615I2.2	level 2
ENSG00000260860.2	pseudogene	RP11-615I2.3	level 1
ENSG00000261395.3	pseudogene	RP11-354M1.3	level 1
ENSG00000039068.14	protein_coding	CDH1	level 2
ENSG00000200558.1	rRNA	RNA5SP429	level 3
ENSG00000260798.1	antisense	RP11-354M1.2	level 2
ENSG00000260459.2	pseudogene	FTLP14	level 1
ENSG00000103047.3	protein_coding	TANGO6	level 1
ENSG00000199979.1	misc_RNA	Y_RNA	level 3
ENSG00000260999.1	lincRNA	RP11-521L9.1	level 2
ENSG00000266801.1	sense_intronic	RP11-521L9.2	level 2
ENSG00000202497.1	snRNA	RNU6-898P	level 3
ENSG00000271129.1	pseudogene	RP11-123C5.5	level 1
ENSG00000244378.1	pseudogene	RPS2P45	level 1
ENSG00000103044.6	protein_coding	HAS3	level 2
ENSG00000168802.8	protein_coding	CHTF8	level 1
ENSG00000263203.1	protein_coding	CHTF8	level 2
ENSG00000141076.13	protein_coding	CIRH1A	level 1
ENSG00000207083.1	snRNA	RNU6-22P	level 3
ENSG00000168807.12	protein_coding	SNTB2	level 1
ENSG00000200164.1	misc_RNA	Y_RNA	level 3
ENSG00000265113.1	sense_intronic	RP11-70O5.2	level 2
ENSG00000260914.2	protein_coding	RP11-343C2.11	level 2
ENSG00000132612.14	protein_coding	VPS4A	level 1
ENSG00000213380.9	protein_coding	COG8	level 2
ENSG00000258429.1	protein_coding	PDF	level 2
ENSG00000272617.1	protein_coding	RP11-343C2.12	level 2
ENSG00000260371.1	protein_coding	RP11-343C2.9	level 2
ENSG00000259900.1	protein_coding	RP11-343C2.7	level 2
ENSG00000132603.9	protein_coding	NIP7	level 2
ENSG00000157315.4	protein_coding	TMED6	level 2
ENSG00000132604.6	protein_coding	TERF2	level 1
ENSG00000103018.12	protein_coding	CYB5B	level 2
ENSG00000261527.1	pseudogene	RP11-343C2.10	level 1
ENSG00000260108.1	3prime_overlapping_ncrna	RP11-140H17.1	level 2
ENSG00000102908.16	protein_coding	NFAT5	level 2
ENSG00000223109.1	miRNA	MIR1538	level 3
ENSG00000260772.1	3prime_overlapping_ncrna	RP11-311C24.1	level 2
ENSG00000181019.8	protein_coding	NQO1	level 1
ENSG00000238683.1	snoRNA	snoU13	level 3
ENSG00000261602.1	antisense	CTD-2033A16.1	level 2
ENSG00000262136.1	antisense	CTD-2033A16.3	level 2
ENSG00000141101.8	protein_coding	NOB1	level 2
ENSG00000260290.2	pseudogene	CTD-2033A16.2	level 1
ENSG00000198373.8	protein_coding	WWP2	level 2
ENSG00000252670.1	misc_RNA	Y_RNA	level 3
ENSG00000252443.1	snoRNA	SNORA62	level 3
ENSG00000208017.1	miRNA	MIR140	level 3
ENSG00000157322.12	protein_coding	CLEC18A	level 2
ENSG00000196696.8	processed_transcript	PDXDC2P	level 2
ENSG00000226232.4	pseudogene	RP11-419C5.2	level 1
ENSG00000255185.1	pseudogene	PDXDC2P	level 2
ENSG00000239118.1	miRNA	MIR1972-2	level 3
ENSG00000241183.1	pseudogene	RP11-106J23.1	level 1
ENSG00000090857.9	protein_coding	PDPR	level 2
ENSG00000247228.2	antisense	RP11-296I10.3	level 2
ENSG00000157335.15	protein_coding	CLEC18C	level 2
ENSG00000261145.1	pseudogene	RP11-296I10.5	level 2
ENSG00000269746.1	protein_coding	AC009060.1	level 3
ENSG00000261556.4	pseudogene	RP11-296I10.6	level 2
ENSG00000269866.1	protein_coding	FKSG63	level 3
ENSG00000238734.1	snoRNA	snoU13	level 3
ENSG00000223496.1	protein_coding	EXOSC6	level 2
ENSG00000090861.11	protein_coding	AARS	level 1
ENSG00000265230.1	misc_RNA	RN7SL407P	level 3
ENSG00000265648.1	misc_RNA	RN7SL279P	level 3
ENSG00000157349.11	protein_coding	DDX19B	level 2
ENSG00000260537.1	protein_coding	RP11-529K1.3	level 2
ENSG00000261777.1	processed_transcript	RP11-529K1.2	level 2
ENSG00000168872.11	protein_coding	DDX19A	level 2
ENSG00000157350.8	protein_coding	ST3GAL2	level 2
ENSG00000260111.1	antisense	RP11-529K1.4	level 2
ENSG00000240043.1	pseudogene	RPS27P26	level 1
ENSG00000200153.1	snRNA	RNU6-23P	level 3
ENSG00000157353.12	protein_coding	FUK	level 1
ENSG00000103051.14	protein_coding	COG4	level 2
ENSG00000189091.8	protein_coding	SF3B3	level 2
ENSG00000221514.1	snoRNA	SNORD111B	level 3
ENSG00000221066.1	snoRNA	SNORD111	level 3
ENSG00000260023.1	lincRNA	RP11-49C24.1	level 2
ENSG00000157368.6	protein_coding	IL34	level 1
ENSG00000132613.10	protein_coding	MTSS1L	level 1
ENSG00000268927.1	protein_coding	FLJ00418	level 3
ENSG00000103043.10	protein_coding	VAC14	level 1
ENSG00000260156.1	antisense	RP11-394B2.6	level 2
ENSG00000214353.3	antisense	VAC14-AS1	level 2
ENSG00000262890.1	lincRNA	RP11-424M24.5	level 2
ENSG00000157423.13	protein_coding	HYDIN	level 1
ENSG00000221725.1	snRNA	RNU6ATAC25P	level 3
ENSG00000251700.1	snoRNA	SNORD112	level 3
ENSG00000223316.1	miRNA	AC027281.1	level 3
ENSG00000259833.1	antisense	RP11-23E19.1	level 2
ENSG00000259798.1	antisense	RP11-23E19.2	level 2
ENSG00000180917.12	protein_coding	CMTR2	level 2
ENSG00000261260.1	lincRNA	CTD-2520I13.1	level 2
ENSG00000221237.1	miRNA	AC106736.1	level 3
ENSG00000172137.14	protein_coding	CALB2	level 2
ENSG00000261348.1	lincRNA	RP11-510M2.1	level 2
ENSG00000262120.1	pseudogene	RP11-510M2.7	level 1
ENSG00000260734.3	pseudogene	RP11-510M2.4	level 2
ENSG00000262008.1	pseudogene	RP11-510M2.8	level 2
ENSG00000167377.13	protein_coding	ZNF23	level 2
ENSG00000261611.3	protein_coding	AC010547.9	level 2
ENSG00000247324.2	antisense	RP11-510M2.2	level 2
ENSG00000157429.11	protein_coding	ZNF19	level 1
ENSG00000260520.1	antisense	RP11-510M2.6	level 2
ENSG00000140835.8	protein_coding	CHST4	level 2
ENSG00000260015.1	sense_intronic	RP11-510M2.5	level 2
ENSG00000252339.1	snRNA	RNU6-1061P	level 3
ENSG00000198650.6	protein_coding	TAT	level 2
ENSG00000260886.1	antisense	RP11-432I5.1	level 2
ENSG00000260593.1	antisense	RP11-432I5.2	level 2
ENSG00000140832.5	protein_coding	MARVELD3	level 2
ENSG00000040199.14	protein_coding	PHLPP2	level 1
ENSG00000260185.1	antisense	RP11-432I5.6	level 2
ENSG00000199301.1	snRNA	RNU6-208P	level 3
ENSG00000263666.1	snoRNA	SNORA70D	level 2
ENSG00000261513.1	antisense	RP11-432I5.8	level 2
ENSG00000260612.1	lincRNA	RP11-432I5.4	level 2
ENSG00000166747.8	protein_coding	AP1G1	level 1
ENSG00000223224.1	snoRNA	SNORD71	level 3
ENSG00000262140.1	pseudogene	RP11-417N10.3	level 1
ENSG00000224470.3	protein_coding	ATXN1L	level 2
ENSG00000182149.16	protein_coding	IST1	level 1
ENSG00000102984.10	protein_coding	ZNF821	level 2
ENSG00000261765.1	sense_intronic	RP11-498D10.3	level 2
ENSG00000261337.1	antisense	RP11-498D10.5	level 2
ENSG00000187008.2	processed_transcript	PKD1L3	level 2
ENSG00000263320.1	antisense	RP11-498D10.6	level 2
ENSG00000242176.1	pseudogene	RPL39P31	level 1
ENSG00000263311.1	pseudogene	RP11-498D10.8	level 1
ENSG00000263232.2	pseudogene	ATP5A1P3	level 1
ENSG00000102967.7	protein_coding	DHODH	level 1
ENSG00000140830.4	protein_coding	TXNL4B	level 2
ENSG00000257017.4	protein_coding	HP	level 2
ENSG00000261701.2	protein_coding	HPR	level 2
ENSG00000260252.1	antisense	RP11-384M15.3	level 2
ENSG00000140829.7	protein_coding	DHX38	level 2
ENSG00000118557.11	protein_coding	PMFBP1	level 1
ENSG00000261673.1	lincRNA	RP11-328J14.1	level 2
ENSG00000261774.1	pseudogene	RP11-328J14.2	level 1
ENSG00000207514.1	snRNA	RNU6-385P	level 3
ENSG00000261008.2	lincRNA	AC004158.2	level 2
ENSG00000260664.1	lincRNA	AC004158.3	level 2
ENSG00000221286.1	miRNA	AC092289.1	level 3
ENSG00000259768.3	antisense	RP5-991G20.1	level 2
ENSG00000238731.1	snRNA	RNU7-90P	level 3
ENSG00000261764.1	pseudogene	KRT18P18	level 1
ENSG00000140836.10	protein_coding	ZFHX3	level 2
ENSG00000265573.1	miRNA	AC004943.1	level 3
ENSG00000259901.1	antisense	RP5-991G20.4	level 2
ENSG00000259209.1	antisense	RP5-991G20.2	level 2
ENSG00000251868.1	snRNA	RNU7-71P	level 3
ENSG00000221799.1	miRNA	AC132068.1	level 3
ENSG00000272330.1	sense_intronic	AC002044.4	level 2
ENSG00000272250.1	lincRNA	RP11-346C20.4	level 2
ENSG00000271009.2	lincRNA	RP11-346C20.3	level 2
ENSG00000260880.2	lincRNA	HCCAT5	level 2
ENSG00000197445.2	protein_coding	C16orf47	level 1
ENSG00000261227.2	lincRNA	AC140912.1	level 2
ENSG00000258779.2	lincRNA	RP11-140I24.1	level 2
ENSG00000258582.1	lincRNA	RP11-44L9.1	level 1
ENSG00000260687.1	lincRNA	RP11-44L9.2	level 2
ENSG00000259971.1	lincRNA	RP11-44L9.3	level 2
ENSG00000260848.1	lincRNA	CTD-2009A10.1	level 2
ENSG00000259817.1	lincRNA	RP11-53L24.1	level 2
ENSG00000225178.4	pseudogene	RPSAP56	level 1
ENSG00000261404.1	lincRNA	AC009120.4	level 2
ENSG00000260471.1	pseudogene	AC009120.8	level 1
ENSG00000261248.1	lincRNA	AC009120.10	level 2
ENSG00000103035.6	protein_coding	PSMD7	level 2
ENSG00000259972.1	antisense	AC009120.6	level 2
ENSG00000239763.2	pseudogene	AC009120.3	level 1
ENSG00000260884.1	lincRNA	AC009120.5	level 2
ENSG00000214331.4	pseudogene	RP11-252A24.2	level 2
ENSG00000261079.1	lincRNA	RP11-252A24.3	level 2
ENSG00000196436.7	protein_coding	NPIPB15	level 1
ENSG00000140839.7	protein_coding	CLEC18B	level 2
ENSG00000261170.1	antisense	RP11-252A24.5	level 1
ENSG00000260539.1	lincRNA	RP11-252A24.7	level 2
ENSG00000090863.7	protein_coding	GLG1	level 2
ENSG00000251794.1	snRNA	RNU6-237P	level 3
ENSG00000207525.1	misc_RNA	Y_RNA	level 3
ENSG00000240861.1	pseudogene	RP11-572F4.1	level 1
ENSG00000270945.1	pseudogene	RP11-144N1.4	level 1
ENSG00000168411.9	protein_coding	RFWD3	level 2
ENSG00000262904.1	pseudogene	RP11-144N1.1	level 1
ENSG00000168404.8	protein_coding	MLKL	level 1
ENSG00000103089.4	protein_coding	FA2H	level 2
ENSG00000263661.1	miRNA	AC009132.1	level 3
ENSG00000261458.1	pseudogene	RP11-787D11.1	level 2
ENSG00000103091.10	protein_coding	WDR59	level 2
ENSG00000186187.7	protein_coding	ZNRF1	level 1
ENSG00000247033.1	antisense	RP11-252E2.1	level 2
ENSG00000166816.9	protein_coding	LDHD	level 2
ENSG00000261058.1	lincRNA	RP11-252E2.2	level 2
ENSG00000184517.7	protein_coding	ZFP1	level 2
ENSG00000213318.4	pseudogene	RP11-331F4.1	level 1
ENSG00000168928.8	protein_coding	CTRB2	level 2
ENSG00000168925.6	protein_coding	CTRB1	level 2
ENSG00000240338.1	pseudogene	RP11-331F4.4	level 2
ENSG00000050820.12	protein_coding	BCAR1	level 1
ENSG00000252101.1	snRNA	RNU6-758P	level 3
ENSG00000153774.4	protein_coding	CFDP1	level 2
ENSG00000259999.1	sense_intronic	RP11-252K23.1	level 2
ENSG00000261783.1	sense_intronic	RP11-252K23.2	level 2
ENSG00000252122.1	snoRNA	SNORA76	level 3
ENSG00000261717.1	protein_coding	RP11-77K12.1	level 2
ENSG00000166822.8	protein_coding	TMEM170A	level 1
ENSG00000261476.1	sense_intronic	RP11-77K12.3	level 2
ENSG00000203472.3	antisense	RP11-77K12.4	level 2
ENSG00000183196.4	protein_coding	CHST6	level 2
ENSG00000262583.1	pseudogene	RP11-77K12.5	level 2
ENSG00000260092.1	protein_coding	RP11-77K12.7	level 2
ENSG00000135702.10	protein_coding	CHST5	level 2
ENSG00000205084.6	protein_coding	TMEM231	level 2
ENSG00000259992.1	processed_transcript	RP11-77K12.8	level 2
ENSG00000034713.3	protein_coding	GABARAPL2	level 2
ENSG00000065457.6	protein_coding	ADAT1	level 2
ENSG00000065427.10	protein_coding	KARS	level 2
ENSG00000166848.5	protein_coding	TERF2IP	level 1
ENSG00000214325.2	protein_coding	AC025287.1	level 3
ENSG00000240199.2	misc_RNA	RN7SL520P	level 3
ENSG00000261424.1	pseudogene	ATP5F1P7	level 1
ENSG00000261313.1	lincRNA	RP11-2C15.1	level 2
ENSG00000199299.1	rRNA	RNA5SP430	level 3
ENSG00000260223.1	lincRNA	RP11-293N14.1	level 2
ENSG00000260983.1	lincRNA	RP11-150D5.2	level 2
ENSG00000244485.1	pseudogene	RPL18P13	level 1
ENSG00000152910.14	protein_coding	CNTNAP4	level 2
ENSG00000252814.1	misc_RNA	RN7SKP233	level 3
ENSG00000264645.1	miRNA	AC010528.1	level 3
ENSG00000252022.1	snoRNA	SNORD33	level 3
ENSG00000261833.1	protein_coding	RP11-58C22.1	level 2
ENSG00000250514.1	lincRNA	RP11-96P7.1	level 2
ENSG00000259995.1	lincRNA	CTD-2336H13.2	level 2
ENSG00000266426.1	miRNA	MIR4719	level 3
ENSG00000260797.1	pseudogene	CTD-2336H13.1	level 1
ENSG00000103111.10	protein_coding	MON1B	level 1
ENSG00000205078.5	protein_coding	SYCE1L	level 2
ENSG00000261063.1	antisense	RP11-538I12.2	level 2
ENSG00000226348.1	pseudogene	VN2R10P	level 2
ENSG00000260922.1	antisense	RP11-538I12.3	level 2
ENSG00000140873.11	protein_coding	ADAMTS18	level 2
ENSG00000260701.1	antisense	RP11-449J10.1	level 2
ENSG00000216131.1	miRNA	AC025284.1	level 3
ENSG00000261154.1	lincRNA	RP11-571O6.1	level 2
ENSG00000221226.1	miRNA	AC092724.1	level 3
ENSG00000140876.7	protein_coding	NUDT7	level 1
ENSG00000261707.1	antisense	RP11-264M12.2	level 2
ENSG00000171724.2	protein_coding	VAT1L	level 2
ENSG00000261330.1	pseudogene	RP11-281J9.1	level 1
ENSG00000261540.1	antisense	RP11-281J9.2	level 2
ENSG00000166509.6	protein_coding	CLEC3A	level 2
ENSG00000260731.1	pseudogene	KRT8P22	level 1
ENSG00000261776.1	pseudogene	RP11-358L22.2	level 1
ENSG00000186153.12	protein_coding	WWOX	level 1
ENSG00000260969.1	antisense	RP11-190D6.2	level 2
ENSG00000260014.1	pseudogene	LSM3P5	level 1
ENSG00000260733.1	antisense	RP11-264L1.4	level 2
ENSG00000261837.1	sense_intronic	RP11-264L1.3	level 2
ENSG00000243101.1	pseudogene	RPS3P7	level 1
ENSG00000260816.1	sense_intronic	RP11-319G9.3	level 2
ENSG00000268977.1	protein_coding	PIH1	level 3
ENSG00000261537.1	sense_intronic	RP11-319G9.5	level 2
ENSG00000260694.1	antisense	RP11-556H2.4	level 2
ENSG00000260479.1	sense_intronic	RP11-556H2.3	level 2
ENSG00000260511.1	sense_intronic	RP11-556H2.2	level 2
ENSG00000261722.1	lincRNA	RP11-679B19.2	level 2
ENSG00000222244.1	rRNA	RNA5SP431	level 3
ENSG00000261472.1	lincRNA	RP11-467I17.1	level 2
ENSG00000178573.6	protein_coding	MAF	level 2
ENSG00000221330.1	miRNA	AC009159.1	level 3
ENSG00000260876.1	lincRNA	RP11-345M22.1	level 2
ENSG00000261390.1	lincRNA	RP11-345M22.2	level 2
ENSG00000261082.1	lincRNA	RP11-345M22.3	level 2
ENSG00000260237.1	lincRNA	RP11-148M9.1	level 2
ENSG00000260706.1	lincRNA	RP11-525K10.1	level 2
ENSG00000259867.1	antisense	RP11-525K10.3	level 2
ENSG00000261376.1	lincRNA	RP11-525K10.2	level 2
ENSG00000168589.10	protein_coding	DYNLRB2	level 1
ENSG00000260183.1	antisense	RP11-109P11.1	level 2
ENSG00000260737.1	lincRNA	RP11-18F14.1	level 2
ENSG00000166446.10	protein_coding	CDYL2	level 2
ENSG00000260064.1	sense_intronic	RP11-18F14.4	level 2
ENSG00000265341.1	miRNA	AC092332.1	level 3
ENSG00000260594.1	antisense	CTD-2055G21.1	level 2
ENSG00000260896.1	lincRNA	RP11-314O13.1	level 2
ENSG00000103121.4	protein_coding	CMC2	level 1
ENSG00000166451.9	protein_coding	CENPN	level 2
ENSG00000260213.1	antisense	RP11-303E16.3	level 2
ENSG00000261061.1	sense_intronic	RP11-303E16.2	level 2
ENSG00000166454.5	protein_coding	ATMIN	level 1
ENSG00000166455.9	protein_coding	C16orf46	level 2
ENSG00000260643.1	processed_transcript	RP11-303E16.8	level 1
ENSG00000261141.1	antisense	RP11-303E16.5	level 2
ENSG00000261838.1	antisense	RP11-303E16.6	level 2
ENSG00000245059.2	lincRNA	RP11-303E16.7	level 2
ENSG00000140905.5	protein_coding	GCSH	level 2
ENSG00000166473.12	polymorphic_pseudogene	PKD1L2	level 1
ENSG00000252608.1	snRNA	RNU6-1191P	level 3
ENSG00000135697.5	protein_coding	BCMO1	level 2
ENSG00000260495.1	antisense	RP11-55K13.1	level 2
ENSG00000261609.3	protein_coding	GAN	level 2
ENSG00000273048.1	miRNA	MIR4720	level 3
ENSG00000272923.1	lincRNA	RP11-391L3.1	level 2
ENSG00000153815.12	protein_coding	CMIP	level 1
ENSG00000260229.1	pseudogene	RP11-391L3.5	level 1
ENSG00000261218.1	lincRNA	RP11-960L18.1	level 2
ENSG00000197943.5	protein_coding	PLCG2	level 1
ENSG00000260682.2	lincRNA	7SK	level 2
ENSG00000184860.5	protein_coding	SDR42E1	level 1
ENSG00000086696.6	protein_coding	HSD17B2	level 2
ENSG00000261235.1	antisense	RP11-510J16.5	level 2
ENSG00000263636.1	miRNA	AC138304.1	level 3
ENSG00000260161.1	pseudogene	CTD-2588J6.1	level 2
ENSG00000135698.5	protein_coding	MPHOSPH6	level 1
ENSG00000261029.1	lincRNA	CTD-2588J6.2	level 2
ENSG00000251888.1	misc_RNA	RN7SKP190	level 3
ENSG00000264502.1	miRNA	AC024590.1	level 3
ENSG00000259873.1	pseudogene	RP11-481E4.1	level 1
ENSG00000238321.1	snoRNA	snoU13	level 3
ENSG00000261285.1	lincRNA	RP11-481E4.2	level 2
ENSG00000261176.1	lincRNA	RP11-2L4.1	level 2
ENSG00000140945.11	protein_coding	CDH13	level 1
ENSG00000260862.1	sense_intronic	RP11-22H5.2	level 2
ENSG00000221395.1	miRNA	AC099506.1	level 3
ENSG00000263360.1	misc_RNA	RN7SL134P	level 3
ENSG00000260832.1	antisense	CTD-3253I12.1	level 2
ENSG00000261410.1	antisense	RP11-543N12.1	level 2
ENSG00000222299.1	miRNA	AC009142.1	level 3
ENSG00000263785.1	miRNA	MIR3182	level 3
ENSG00000261103.1	antisense	RP11-298D21.3	level 2
ENSG00000260788.1	antisense	RP11-298D21.1	level 2
ENSG00000259914.1	antisense	RP11-298D21.2	level 2
ENSG00000260228.1	antisense	RP11-483P21.2	level 2
ENSG00000260523.1	lincRNA	RP11-483P21.3	level 2
ENSG00000230989.2	protein_coding	HSBP1	level 2
ENSG00000103150.4	protein_coding	MLYCD	level 2
ENSG00000260300.1	protein_coding	RP11-505K9.4	level 2
ENSG00000260932.1	antisense	RP11-483P21.6	level 2
ENSG00000140961.8	protein_coding	OSGIN1	level 1
ENSG00000103154.5	protein_coding	NECAB2	level 2
ENSG00000166558.6	protein_coding	SLC38A8	level 1
ENSG00000199350.1	rRNA	RNA5SP432	level 3
ENSG00000140943.12	protein_coding	MBTPS1	level 2
ENSG00000260018.1	antisense	RP11-505K9.1	level 2
